t,x,y
59.71,89.84107971,80.41687775
59.72,88.96600342,63.11231995
59.73,86.17350006,62.97606277
59.74,86.86831665,55.81476212
59.75,88.93413544,61.57764435
59.76,88.58326721,72.48278809
59.77,87.65757751,69.88970184
59.78,87.32687378,65.8865509
59.79,86.67850494,63.74926758
59.8,87.75774384,76.6954422
59.81,88.84088135,81.60154724
59.82,88.52118683,79.03817749
59.83,87.82417297,70.11049652
59.84,88.25683594,64.09616089
59.85,87.80146027,63.76453018
59.86,86.43351746,56.71456146
59.87,88.76209259,68.90008545
59.88,88.15713501,71.69046783
59.89,87.7035141,65.83065033
59.9,91.07789612,65.22716522
59.91,86.59355927,67.03434753
59.92,86.59355927,67.03434753
59.93,89.73867798,81.1295929
59.94,87.53092957,74.79453278
59.95,87.0557785,70.77875519
59.96,90.13985443,72.48985291
59.97,87.16467285,59.46894836
59.98,89.11893463,51.8311348
59.99,88.97076416,60.16837692
60,86.67582703,62.67169571
60.01,84.0644455,75.72315216
60.02,89.35609436,74.8136673
60.03,90.20085144,78.29689789
60.04,89.40817261,82.9907074
60.05,88.00713348,68.95522308
60.06,85.58421326,66.64678955
60.07,89.07353973,72.81453705
60.08,88.50603485,73.5377121
60.09,87.0506897,66.26612854
60.1,87.82767487,51.58238983
60.11,88.53946686,53.88132095
60.12,88.98908997,61.38822556
60.13,87.09777832,75.29860687
60.14,87.39452362,78.47887421
60.15,87.54499817,87.63153839
60.16,88.85501099,79.33428192
60.17,88.54070282,63.03933716
60.18,87.61790466,66.85575104
60.19,88.09664917,64.69313049
60.2,89.60701752,75.29250336
60.21,86.80177307,66.75918579
60.22,86.10472107,56.00597382
60.23,88.84101105,61.53307343
60.24,87.94274139,64.43148804
60.25,88.35217285,67.19927216
60.26,90.36574554,74.93738556
60.27,87.68152618,85.04209137
60.28,86.41321564,78.25634766
60.29,90.84307098,72.00675201
60.3,85.78839111,66.17298889
60.31,86.50335693,65.93561554
60.32,92.3483429,71.72952271
60.33,92.3483429,71.72952271
60.34,92.3483429,71.72952271
60.35,90.64984894,64.83985138
60.36,84.70191193,59.42937851
60.37,86.29049683,63.063694
60.38,91.23387146,73.14862823
60.39,88.12068939,83.43532562
60.4,87.18312836,85.16902161
60.41,89.03357697,74.63088226
60.42,87.39458466,63.30861282
60.43,85.69837952,64.69104767
60.44,87.60120392,68.3711853
60.45,89.69109344,62.86611938
60.46,86.10382843,65.64569092
60.47,89.87387848,60.63062286
60.48,90.77584839,58.76187515
60.49,85.84070587,65.13362122
60.5,87.3394165,74.74163818
60.51,87.4174118,92.89906311
60.52,86.8250885,84.62181854
60.53,89.409935,69.05259705
60.54,88.12477112,60.44557571
60.55,87.84764099,57.74075317
60.56,90.27757263,64.07718658
60.57,88.03373718,69.35636139
60.58,83.8379364,70.15778351
60.59,90.18108368,67.31697845
60.6,89.44011688,62.8890152
60.61,85.17342377,60.47356796
60.62,90.23854828,74.82639313
60.63,90.18198395,83.18840027
60.64,87.16181946,83.20692444
60.65,88.53444672,75.1205368
60.66,86.89562988,67.05470276
60.67,86.34973145,65.76541138
60.68,91.12820435,60.7313118
60.69,89.46323395,55.82523727
60.7,87.04550171,62.43358994
60.71,89.55286407,71.37832642
60.72,85.59820557,71.87754822
60.73,86.14022064,74.99543762
60.74,92.6619339,70.92676544
60.75,88.57832336,74.7039566
60.76,86.1485672,74.4734726
60.77,91.12796021,72.53160095
60.78,89.39788055,72.70563507
60.79,84.29456329,69.5038681
60.8,88.4633255,60.07163239
60.81,89.56489563,53.51840591
60.82,87.61162567,63.81936264
60.83,90.42131042,70.26570892
60.84,90.1530838,75.4852066
60.85,86.70118713,77.2789917
60.86,88.26062012,71.79582977
60.87,89.32859802,77.7946701
60.88,87.10088348,71.35955811
60.89,88.87802887,70.66754913
60.9,90.89772797,72.13848877
60.91,88.6544342,65.39512634
60.92,88.21044159,59.96849442
60.93,87.77459717,58.60232544
60.94,87.77459717,58.60232544
60.95,91.33981323,71.35875702
60.96,90.91830444,70.40930176
60.97,86.78961945,68.97793579
60.98,87.08637238,78.24274445
60.99,90.16025543,79.39704895
61,86.09660339,68.06104279
61.01,88.80127716,73.78338623
61.02,92.37778473,66.64851379
61.03,85.63960266,67.7467041
61.04,87.11266327,63.03944397
61.05,90.65377808,59.03001022
61.06,88.92966461,75.25701141
61.07,87.9566803,70.50038147
61.08,89.45000458,65.69966125
61.09,88.06498718,65.00413513
61.1,89.72589111,74.93267059
61.11,91.1783905,78.78821564
61.12,84.82224274,73.981987
61.13,88.30696106,74.38132477
61.14,91.3361969,76.31446838
61.15,86.34928894,73.49991608
61.16,85.3988266,55.03836441
61.17,88.97109985,46.23753738
61.18,92.3671875,56.28458786
61.19,89.57426453,67.75806427
61.2,87.75356293,79.23586273
61.21,86.43328094,85.49719238
61.22,89.61212921,88.45497894
61.23,91.15572357,74.64752197
61.24,85.67188263,61.68006516
61.25,85.26522827,65.07805634
61.26,92.49907684,69.13913727
61.27,94.06040955,77.27275848
61.28,88.1674881,57.78546524
61.29,86.10663605,58.772892
61.3,87.98085022,64.04697418
61.31,87.49481201,62.85494614
61.32,91.19203186,72.32495117
61.33,88.06748962,77.2046051
61.34,89.02194977,87.47120667
61.35,90.41195679,76.21020508
61.36,88.20810699,69.49060822
61.37,86.69030762,74.38889313
61.38,87.64134216,74.20040894
61.39,90.29023743,60.01651001
61.4,90.34807587,45.22035599
61.41,87.75366211,55.31070328
61.42,86.78784943,66.38781738
61.43,89.18518066,82.39892578
61.44,90.0280304,79.60310364
61.45,88.42753601,88.54669189
61.46,88.19487,87.09265137
61.47,88.33252716,62.66392517
61.48,91.4589386,58.08564758
61.49,89.47049713,59.4373436
61.5,89.13361359,70.88582611
61.51,86.43786621,71.88607788
61.52,84.97027588,62.58542252
61.53,90.49000549,70.7811203
61.54,91.89283752,71.17147827
61.55,91.89283752,71.17147827
61.56,87.93688965,65.26604462
61.57,90.4401474,74.59622192
61.58,89.22631836,86.099617
61.59,86.25053406,84.78023529
61.6,85.95001221,71.96530151
61.61,89.15686798,67.23088837
61.62,94.05910492,61.81393433
61.63,88.6183548,48.04675674
61.64,86.75543976,56.5996933
61.65,88.70118713,77.52072906
61.66,91.774086,74.24382019
61.67,89.72597504,83.17150116
61.68,86.62765503,77.59098816
61.69,87.73866272,76.89204407
61.7,91.48576355,76.11881256
61.71,90.66227722,55.54860306
61.72,88.09089661,63.74427032
61.73,88.16519165,75.6739502
61.74,89.70062256,75.06504059
61.75,91.33456421,60.83066559
61.76,90.13673401,57.90328598
61.77,88.38827515,66.2672348
61.78,89.39051819,72.71565247
61.79,90.6811676,78.82333374
61.8,88.0807724,80.03372192
61.81,88.39199066,90.1989212
61.82,91.14433289,66.13006592
61.83,88.37424469,51.25094604
61.84,90.60447693,61.144104
61.85,93.33155823,75.07444763
61.86,87.73801422,85.09566498
61.87,86.2445755,63.61948776
61.88,92.35770416,59.25117493
61.89,90.85839844,66.85757446
61.9,86.33005524,69.26161957
61.91,90.43625641,75.58657837
61.92,94.30809784,80.15016937
61.93,91.8119812,83.35298157
61.94,87.93354034,66.14655304
61.95,87.25106812,62.5627861
61.96,88.81289673,67.83230591
61.97,91.77465057,74.44332886
61.98,92.3637085,74.37278748
61.99,89.57997894,53.14105606
62,89.29772949,65.86010742
62.01,88.86688995,72.3062439
62.02,92.57798767,75.04797363
62.03,90.38317871,81.82789612
62.04,84.9490509,82.05316162
62.05,93.54039764,74.66760254
62.06,93.83312988,62.78479385
62.07,89.66484833,60.73826599
62.08,88.61845398,70.22763062
62.09,89.85733795,82.38977051
62.1,89.86334229,62.89739609
62.11,90.23474884,61.88563538
62.12,91.03295135,73.68847656
62.13,89.60586548,72.84629059
62.14,92.76186371,70.65705109
62.15,91.12094879,66.74144745
62.16,89.59252167,77.14031982
62.17,88.88104248,86.36359406
62.18,87.93875885,73.65731049
62.19,91.90319824,67.00818634
62.2,94.62729645,69.65648651
62.21,89.28372955,63.24350739
62.22,87.30273438,54.38509369
62.23,92.19612122,64.39775085
62.24,92.92689514,84.60190582
62.25,87.9486084,86.34117126
62.26,90.54236603,76.40946198
62.27,89.63317871,63.06409454
62.28,92.7453537,72.88053894
62.29,90.43031311,72.33834839
62.3,90.72904205,67.43304443
62.31,90.39640045,75.89374542
62.32,90.12577057,74.26233673
62.33,91.15151978,69.15367126
62.34,89.03062439,59.26144409
62.35,90.1295929,64.9308548
62.36,92.73819733,79.25082397
62.37,92.54103088,75.69616699
62.38,89.80309296,67.71472168
62.39,87.30582428,73.99369049
62.4,90.50793457,82.29206085
62.41,94.18110657,76.40377045
62.42,91.40234375,67.15796661
62.43,88.1838913,64.39933014
62.44,93.08246613,66.56082916
62.45,91.64280701,69.80458069
62.46,90.75718689,65.87023926
62.47,90.08766174,77.69730377
62.48,90.45597839,84.54495239
62.49,90.83322144,70.01802063
62.5,93.03995514,62.49992371
62.51,88.39485168,69.73363495
62.52,88.39081573,76.81020355
62.53,93.51171112,75.90962982
62.54,91.40888214,65.24285126
62.55,89.09846497,66.52848816
62.56,92.11673737,76.14621735
62.57,90.17494965,65.0933609
62.58,89.47471619,64.65946198
62.59,91.43525696,73.21234131
62.6,91.33816528,79.47463226
62.61,88.16955566,76.90655518
62.62,92.19069672,70.27418518
62.63,93.26641846,71.45291138
62.64,90.91156006,76.74506378
62.65,90.13881683,64.90525818
62.66,89.23956299,59.08369064
62.67,91.65389252,72.38352966
62.68,92.61083984,72.44256592
62.69,89.58981323,74.01280975
62.7,88.0883255,68.03804779
62.71,92.08110046,69.38344574
62.72,93.43223572,80.53873444
62.73,89.26686859,71.64644623
62.74,89.38376617,68.44378662
62.75,90.25418854,72.91605377
62.76,92.7712326,65.51933289
62.77,92.7712326,65.51933289
62.78,90.96656799,72.40618134
62.79,90.50849152,76.65148926
62.8,89.7647171,76.29064178
62.81,92.06564331,64.46906281
62.82,89.48036957,55.59274673
62.83,89.30365753,75.01982117
62.84,93.19820404,80.00341797
62.85,91.905159,76.70960999
62.86,90.82771301,76.81083679
62.87,91.83975983,68.84736633
62.88,90.97585297,67.02288055
62.89,89.27398682,63.29959488
62.9,91.28012085,67.64331818
62.91,91.52942657,79.15717316
62.92,89.05715942,70.8290863
62.93,92.26384735,56.38832474
62.94,93.07826233,62.09570313
62.95,90.03314972,78.3338089
62.96,89.72224426,77.35916138
62.97,89.72224426,77.35916138
62.98,90.0827713,72.82163239
62.99,90.94596863,68.61873627
63,94.35987091,69.42570496
63.01,88.06635284,61.6999588
63.02,91.60714722,72.36686707
63.03,94.34080505,76.97390747
63.04,88.8139267,70.25450897
63.05,88.75788879,60.42598343
63.06,92.4940033,68.34031677
63.07,93.47557831,71.98210144
63.08,90.78405762,73.02815247
63.09,90.2097702,75.66297913
63.1,90.12395477,74.56611633
63.11,91.32136536,82.62973022
63.12,93.1791153,69.8128891
63.13,88.76817322,59.89487076
63.14,91.04243469,64.96855927
63.15,94.0418396,61.12552261
63.16,89.45030212,68.75959015
63.17,89.36753845,72.18848419
63.18,90.22306061,78.28335571
63.19,90.59819031,81.95574951
63.2,92.52997589,65.26612091
63.21,92.88543701,63.58340836
63.22,88.9750824,76.56376648
63.23,89.68341827,81.41654968
63.24,92.3024292,73.5681839
63.25,90.81402588,67.07233429
63.26,89.780159,62.0310936
63.27,91.99633026,67.59294128
63.28,90.91709137,65.42340851
63.29,90.39599609,63.80315018
63.3,93.04134369,77.21789551
63.31,92.38617706,77.56600952
63.32,88.79688263,70.1309967
63.33,90.28704834,72.23445892
63.34,93.29550171,76.306633
63.35,91.1385498,83.86448669
63.36,90.01587677,70.64608002
63.37,89.86012268,58.29087067
63.38,94.32286072,63.90304565
63.39,93.20933533,62.94377518
63.4,88.18445587,69.92302704
63.41,87.83770752,72.75538635
63.42,92.45001984,74.07535553
63.43,94.09941101,77.02381134
63.44,89.52742767,74.40743256
63.45,90.68535614,72.90337372
63.46,91.91208649,75.72219086
63.47,92.32371521,75.73594666
63.48,91.88474274,63.34554672
63.49,89.16368103,69.67583466
63.5,88.09296417,69.29623413
63.51,93.27230072,68.04598999
63.52,93.67196655,63.62295532
63.53,91.0140686,61.77866745
63.54,90.2375946,76.92312622
63.55,92.04541779,74.9474411
63.56,91.24093628,73.907341
63.57,90.86565399,75.68606567
63.58,92.53644562,79.99025726
63.59,90.87574768,79.00933075
63.6,89.37588501,69.69116211
63.61,92.69650269,67.05142975
63.62,91.51935577,64.11399841
63.63,90.54541016,59.84078979
63.64,90.95007324,56.64913559
63.65,91.24252319,66.71058655
63.66,92.72519684,85.67297363
63.67,91.97502899,85.98716736
63.68,89.05561829,80.54750824
63.69,90.70200348,68.07926178
63.7,93.23256683,68.94564819
63.71,91.39380646,69.64086914
63.72,89.56272888,65.23691559
63.73,93.01805115,69.62149048
63.74,94.07406616,69.51338959
63.75,90.29690552,71.71927643
63.76,88.42581177,63.47408676
63.77,90.20337677,69.95175171
63.78,94.99304962,76.5446701
63.79,92.75700378,71.04290009
63.8,89.29373169,73.76570892
63.81,89.34611511,73.26256561
63.82,90.84399414,81.50429535
63.83,93.07704926,76.58853149
63.84,91.59708405,68.43657684
63.85,90.30953979,68.45737457
63.86,91.64437866,62.05207443
63.87,93.05960083,58.97114563
63.88,89.75367737,58.90645981
63.89,88.50122833,79.21720886
63.9,90.65956879,84.99211884
63.91,92.45323944,79.76520538
63.92,92.66483307,70.50796509
63.93,89.45560455,65.83945465
63.94,92.09505463,74.87503815
63.95,93.08399963,60.26278305
63.96,90.19527435,65.96302032
63.97,90.49176788,76.40925598
63.98,87.54502869,84.93861389
63.99,87.54502869,84.93861389
64,93.99684143,58.95560074
64.01,92.47467041,63.04714584
64.02,91.42927551,63.09776306
64.03,92.25059509,70.72974396
64.04,88.5590744,73.18161774
64.05,91.9329834,88.70494843
64.06,91.16114807,91.04205322
64.07,87.59833527,67.550354
64.08,92.06552124,56.72665024
64.09,94.67951202,61.86884689
64.1,90.62843323,66.25379944
64.11,89.9803772,70.17172241
64.12,88.31943512,72.49578857
64.13,90.95990753,77.13742828
64.14,91.21875763,76.30854034
64.15,89.45137787,65.65161133
64.16,91.05639648,60.20735931
64.17,91.87902069,75.33333588
64.18,92.86346436,78.1388855
64.19,92.86346436,78.1388855
64.2,87.23976898,72.51839447
64.21,87.83091736,74.55661011
64.22,95.25075531,74.32254028
64.23,93.08580017,63.0724144
64.24,87.5521698,66.70733643
64.25,90.44476318,75.16412354
64.26,92.12915039,67.54381561
64.27,90.44502258,62.4594574
64.28,89.30639648,66.84448242
64.29,92.10961151,83.02047729
64.3,91.03054047,84.96746063
64.31,90.90153503,69.66908264
64.32,90.80980682,65.36547089
64.33,88.90446472,70.37700653
64.34,89.5178299,65.75943756
64.35,90.39396667,65.31434631
64.36,92.11711884,75.13455963
64.37,91.46401978,76.79480743
64.38,89.43653107,68.45924377
64.39,90.09688568,55.4743309
64.4,93.10663605,61.3178978
64.41,87.38128662,90.61930084
64.42,88.3502121,85.22336578
64.43,92.88380432,73.18252563
64.44,92.8634491,68.46225739
64.45,90.62979889,59.26273727
64.46,91.370224,65.61597443
64.47,89.7249527,64.80930328
64.48,89.66305542,73.97621918
64.49,92.07042694,85.26594543
64.5,90.60997009,72.56931305
64.51,88.71533203,65.13465881
64.52,92.40475464,69.03838348
64.53,92.78620148,72.29755402
64.54,91.45165253,67.8457489
64.55,87.820961,64.00785828
64.56,87.02041626,70.00694275
64.57,92.39798737,77.56483459
64.58,93.75882721,76.06511688
64.59,88.73727417,71.88822937
64.6,87.86222839,73.29586792
64.61,93.36941528,69.11125946
64.62,88.49123383,61.46294403
64.63,89.25396729,63.15354919
64.64,93.19678497,76.54479218
64.65,91.13602448,85.47927094
64.66,89.4016037,66.78606415
64.67,90.01464081,63.66555405
64.68,90.52684021,69.97486115
64.69,90.28610229,75.91223907
64.7,91.87490845,73.50517273
64.71,90.26241302,68.94076538
64.72,88.91020203,71.87666321
64.73,87.89151764,72.25133514
64.74,90.48133087,67.25236511
64.75,92.50528717,67.09928131
64.76,91.37911224,75.67609406
64.77,89.42012024,69.26390076
64.78,86.8754425,54.82509995
64.79,90.9529953,60.50147629
64.8,90.13334656,81.56508636
64.81,88.4063797,88.13487244
64.82,92.26685333,79.53733826
64.83,91.56303406,71.31581116
64.84,90.17877197,68.07945251
64.85,89.71715546,64.68901825
64.86,88.99002075,58.97304916
64.87,88.46347809,66.05543518
64.88,92.05380249,77.77432251
64.89,91.53793335,74.39512634
64.9,85.72097015,60.47307587
64.91,90.40774536,70.2623291
64.92,92.97200012,77.06980133
64.93,90.39535522,77.0594635
64.94,89.46381378,68.23274231
64.95,88.64439392,68.87863159
64.96,91.05432892,79.5550766
64.97,89.8112793,72.62909698
64.98,87.12044525,65.60035706
64.99,90.20353699,63.27151489
65,92.39259338,67.28644562
65.01,90.55787659,63.69067764
65.02,91.60633087,58.66947556
65.03,91.06959534,80.9974823
65.04,88.93684387,89.15088654
65.05,90.26107025,80.27776337
65.06,90.01564026,62.85187149
65.07,87.88932037,65.03255463
65.08,93.58654022,73.86254883
65.09,90.8735199,68.79166412
65.1,88.9329071,60.52989578
65.11,91.06913757,67.97458649
65.12,89.45402527,76.51132202
65.13,89.42507172,69.36456299
65.14,90.19687653,66.02497864
65.15,91.58583069,72.29932404
65.16,90.58216858,79.45427704
65.17,90.51687622,67.94578552
65.18,91.25492096,61.39655685
65.19,91.41156769,76.56017303
65.2,90.23955536,79.5490799
65.21,90.23955536,79.5490799
65.22,89.54969788,62.03216553
65.23,92.32497406,62.59354019
65.24,94.93164063,71.18804169
65.25,88.06362915,64.5473175
65.26,89.02542114,61.99571609
65.27,92.44254303,81.33366394
65.28,88.87787628,81.71263885
65.29,89.10101318,73.17350006
65.3,92.10904694,67.12699127
65.31,88.46349335,70.15502167
65.32,90.98454285,70.51859283
65.33,93.0641861,60.54729843
65.34,89.7806778,63.1746521
65.35,89.40387726,77.7456131
65.36,90.74633026,82.69291687
65.37,88.66924286,65.07575989
65.38,89.07698822,62.12082672
65.39,93.42321777,63.36993408
65.4,91.33300018,67.6754837
65.41,90.05128479,76.05274963
65.42,91.33379364,76.5530014
65.43,87.4081955,90.8079834
65.44,90.4083252,73.18714905
65.45,91.61331177,55.27876282
65.46,89.52232361,58.28087997
65.47,91.81020355,67.62827301
65.48,92.46940613,73.00286102
65.49,87.94367981,66.79076385
65.5,88.91944122,68.17773438
65.51,89.16386414,72.9047699
65.52,89.60870361,78.9235611
65.53,90.72093964,68.49546814
65.54,92.37218475,73.16262817
65.55,90.20533752,76.56544495
65.56,89.2583313,62.44262695
65.57,90.34615326,64.86672211
65.58,87.08205414,68.03603363
65.59,89.65887451,74.60732269
65.6,94.96717834,68.38204956
65.61,91.7429657,61.83855057
65.62,88.27305603,70.80387878
65.63,89.31338501,76.59572601
65.64,90.96388245,75.09125519
65.65,89.40699005,68.65098572
65.66,90.76256561,74.21006775
65.67,90.20394897,77.41910553
65.68,89.29069519,65.57485962
65.69,91.17510223,66.01226044
65.7,89.92557526,65.44447327
65.71,90.27822113,69.51062775
65.72,88.3972702,60.8687973
65.73,87.74334717,62.14175797
65.74,91.28327179,81.59394836
65.75,90.88576508,84.1704483
65.76,89.22789764,75.93152618
65.77,90.01273346,61.78527069
65.78,92.96266937,70.1526413
65.79,89.06664276,65.26928711
65.8,86.02709198,68.43049622
65.81,89.30883789,71.1904068
65.82,92.6101532,73.74893188
65.83,92.23656464,77.75138855
65.84,87.88285065,57.3187294
65.85,86.87322998,63.8693924
65.86,91.20858765,69.55951691
65.87,92.0258255,79.13379669
65.88,89.70104218,74.70293427
65.89,87.01914978,69.3732605
65.9,89.71035004,74.73682404
65.91,90.48178101,66.1966629
65.92,87.05290985,65.88010406
65.93,89.58415222,68.66394806
65.94,90.74763489,77.70532227
65.95,90.27121735,72.02201843
65.96,88.21427917,53.45726395
65.97,88.7388382,58.29006577
65.98,88.5329895,68.96400452
65.99,91.56462097,86.04122925
66,89.07863617,82.40354919
66.01,85.89241028,79.68625641
66.02,90.3261795,76.54771423
66.03,91.37737274,52.5266037
66.04,89.77571106,46.23410797
66.05,88.52032471,65.34238434
66.06,89.24039459,85.37325287
66.07,91.10387421,87.21567535
66.08,89.81318665,72.77506256
66.09,86.02513885,60.19186783
66.1,89.37696838,59.74327087
66.11,90.74497223,70.67402649
66.12,90.4462738,68.04511261
66.13,90.6987381,83.27341461
66.14,88.01123047,80.19100189
66.15,87.37266541,59.6451149
66.16,87.63716888,58.98198318
66.17,91.03081512,61.73246002
66.18,90.55662537,76.26307678
66.19,89.30299377,75.80500031
66.2,89.16088867,63.59729004
66.21,88.92841339,67.49700928
66.22,89.98390961,78.95580292
66.23,87.68016815,77.33208466
66.24,89.58970642,76.05097961
66.25,92.65434265,69.20838928
66.26,91.22358704,61.2195549
66.27,88.7429657,64.29492188
66.28,86.2195816,58.36090469
66.29,88.57102203,72.83610535
66.3,92.83985138,80.98892212
66.31,90.57466125,69.74419403
66.32,86.43021393,71.42418671
66.33,89.12747192,70.64256287
66.34,93.03492737,69.90467072
66.35,91.27406311,75.00338745
66.36,86.46298981,67.69389343
66.37,86.23684692,65.93390656
66.38,90.49388123,72.35781097
66.39,91.99028778,62.67305756
66.4,90.20513153,69.08546448
66.41,88.80324554,78.3862381
66.42,88.80324554,78.3862381
66.43,89.2101593,61.13776016
66.44,90.77859497,64.36439514
66.45,89.53522491,78.39311218
66.46,90.36225128,91.35410309
66.47,88.38564301,75.89031219
66.48,87.9122467,60.77180862
66.49,90.81906891,63.32047653
66.5,87.73010254,58.69573975
66.51,88.60548401,66.13200378
66.52,92.33167267,73.37374878
66.53,90.1789856,77.40341949
66.54,86.54557037,75.42238617
66.55,88.6265564,59.24787521
66.56,89.18660736,61.8629303
66.57,90.54269409,79.29499817
66.58,90.51984406,81.94863129
66.59,87.22200012,73.86291504
66.6,88.03525543,66.36627197
66.61,90.06164551,62.58240891
66.62,89.60335541,66.93955994
66.63,88.62662506,66.93185425
66.64,89.49343109,71.62200165
66.65,90.93302917,78.70337677
66.66,88.79532623,66.26641083
66.67,87.24269867,61.03502274
66.68,89.21031189,68.12451172
66.69,89.57447815,78.5520401
66.7,90.0865097,81.39736176
66.71,89.54394531,72.06983948
66.72,85.89755249,63.64071274
66.73,88.64831543,65.60308838
66.74,93.86605835,61.89037704
66.75,87.06272125,64.42462921
66.76,86.17490387,78.56536102
66.77,89.68391418,77.72083282
66.78,91.0464859,71.17476654
66.79,89.37865448,61.44832993
66.8,87.88440704,66.31481171
66.81,87.41004944,78.29327393
66.82,91.12702942,70.9665451
66.83,90.40914154,62.46486282
66.84,89.96216583,70.60575104
66.85,89.23989868,78.84080505
66.86,88.35141754,73.94272614
66.87,89.77355194,65.98593903
66.88,90.47127533,65.22398376
66.89,86.03282166,68.37902069
66.9,87.22328949,67.66802979
66.91,90.95507813,63.50106812
66.92,91.36061096,73.37367249
66.93,89.21255493,80.75090027
66.94,85.5405426,68.57414246
66.95,88.85342407,61.22076035
66.96,90.96378326,70.92781067
66.97,88.68344879,78.55915833
66.98,89.25422668,75.01831818
66.99,89.50070953,65.37476349
67,90.89743042,60.67549515
67.01,90.61882019,66.69094849
67.02,88.68832397,69.53409576
67.03,88.68832397,69.53409576
67.04,91.13933563,78.3422699
67.05,94.58223724,71.0497818
67.06,88.15952301,60.4721489
67.07,84.39864349,64.82975769
67.08,89.54131317,74.78275299
67.09,92.37876129,86.66123962
67.1,89.17404938,72.42280579
67.11,87.04754639,62.07973862
67.12,87.41187286,63.14343262
67.13,89.883461,63.38716507
67.14,91.89736938,66.52154541
67.15,87.92331696,73.32444763
67.16,89.37561798,78.88838196
67.17,87.79046631,71.92045593
67.18,88.26930237,65.02680969
67.19,90.36869812,60.52461243
67.2,85.81750488,77.12239075
67.21,89.30503845,74.02915955
67.22,91.67167664,65.58959198
67.23,87.32766724,71.67668915
67.24,87.01811981,70.54504395
67.25,90.33905029,74.35184479
67.26,90.1746521,62.99937439
67.27,86.43257141,67.02993774
67.28,89.85146332,74.85190582
67.29,88.46266174,73.2848053
67.3,85.82827759,66.72980499
67.31,89.35887909,66.89147186
67.32,88.48542786,72.35443115
67.33,85.89532471,61.59269333
67.34,87.5139389,67.58496094
67.35,89.94837189,66.92499542
67.36,87.56059265,70.474617
67.37,89.22322083,75.7694397
67.38,86.40763092,65.81396484
67.39,87.29148102,78.20402527
67.4,87.3601532,78.95914459
67.41,85.43363953,71.86258698
67.42,90.13285065,60.93785095
67.43,89.56668854,57.21102905
67.44,90.00460052,65.52529144
67.45,88.06590271,65.71898651
67.46,88.06590271,65.71898651
67.47,86.20973206,73.6233139
67.48,88.40394592,73.75362396
67.49,91.65602875,70.36553192
67.5,87.41596985,62.91350937
67.51,87.16077423,76.46772003
67.52,88.92677307,75.48892212
67.53,88.55451965,75.44013977
67.54,86.77217865,66.31784821
67.55,85.75398254,60.25402069
67.56,90.82183075,61.60388565
67.57,90.10983276,58.06396103
67.58,87.74813843,65.38678741
67.59,88.03681183,73.04799652
67.6,87.4382782,81.78975677
67.61,85.95281219,80.41712189
67.62,90.07552338,77.20561981
67.63,89.63285828,76.7651825
67.64,89.63285828,76.7651825
67.65,90.54160309,62.98609924
67.66,90.01028442,52.67002869
67.67,86.14814758,65.6763382
67.68,85.84185791,70.46473694
67.69,89.39281464,69.9681015
67.7,90.82437134,69.62637329
67.71,88.70146179,66.78109741
67.72,88.6869278,77.95072174
67.73,89.07015991,76.39553833
67.74,86.42349243,74.10506439
67.75,88.8673172,77.47735596
67.76,88.22964478,73.31700897
67.77,86.49228668,63.36109543
67.78,88.93778229,53.95203781
67.79,92.19904327,61.59664917
67.8,89.66937256,66.83071136
67.81,85.37135315,72.44307709
67.82,85.90298462,74.33113861
67.83,89.44553375,77.58611298
67.84,89.44553375,77.58611298
67.85,87.12415314,70.3321991
67.86,90.18947601,66.92760468
67.87,87.92021942,70.23836517
67.88,87.71439362,72.57617188
67.89,89.06648254,66.99082184
67.9,86.8873291,63.76388931
67.91,86.82229614,69.05173492
67.92,90.1546936,67.45078278
67.93,90.74549866,65.27671814
67.94,85.26859283,66.64904022
67.95,87.94553375,70.8822937
67.96,91.24617004,79.24727631
67.97,86.37664032,74.21559906
67.98,85.85482025,74.13084412
67.99,91.40725708,74.23270416
68,89.39287567,71.05276489
68.01,87.40253448,64.26128387
68.02,87.17604065,59.89115906
68.03,87.52841187,68.18360901
68.04,90.43157196,72.31045532
68.05,88.61698151,70.9355011
68.06,87.86846924,65.14733124
68.07,88.30832672,74.18212128
68.08,88.36888123,74.4768219
68.09,88.62773895,70.94438171
68.1,87.85839844,75.23741913
68.11,86.65367889,73.8214798
68.12,88.90829468,72.95333862
68.13,89.93359375,59.94766235
68.14,87.29714203,59.1137886
68.15,88.61602783,72.60145569
68.16,89.2858429,75.32186127
68.17,87.49881744,70.14894867
68.18,88.13645172,66.08328247
68.19,86.73554993,71.08027649
68.2,89.24698639,72.26283264
68.21,88.6929245,72.74736023
68.22,89.79473114,71.93458557
68.23,89.54548645,77.9908371
68.24,88.08300781,74.72592926
68.25,87.23491669,57.66044235
68.26,88.00372314,69.30812836
68.27,88.52532196,75.311203
68.28,88.48748016,72.09785461
68.29,89.35710144,65.05590057
68.3,87.98147583,56.26472473
68.31,88.28585052,71.60814667
68.32,88.1661911,79.90074158
68.33,87.91666412,74.10838318
68.34,89.67474365,78.98703766
68.35,89.16098022,74.99152374
68.36,89.08327484,61.07877731
68.37,89.27459717,63.45194244
68.38,84.96181488,71.92743683
68.39,89.30011749,79.17140198
68.4,91.04982758,75.21411133
68.41,86.72911835,62.08595657
68.42,87.31703186,59.80565262
68.43,89.58883667,72.70780182
68.44,91.44635773,67.72795105
68.45,87.60230255,76.21538544
68.46,87.41777039,81.00521851
